coname,gvkey,year,cusip,exchange,city,state,zip,spcode,ticker
SPX FLOW INC,024611,2019,78469X10,NYS,Charlotte,NC,28277,SM,FLOW
PAYPAL HOLDINGS INC,024616,2019,70450Y10,NAS,San Jose,CA,95131,SP,PYPL
OLD DOMINION FREIGHT,024617,2019,67958010,NAS,Thomasville,NC,27360,SP,ODFL
HORACE MANN EDUCATORS CORP,024678,2019,44032710,NYS,Springfield,IL,62715,SM,HMN
ATN INTERNATIONAL INC,024708,2019,00215F10,NAS,Beverly,MA,01915,SM,ATNI
WABASH NATIONAL CORP,024720,2019,92956610,NYS,Lafayette,IN,47905,SM,WNC
WORLD ACCEPTANCE CORP/DE,024725,2019,98141910,NAS,Greenville,SC,29601,SM,WRLD
KIMCO REALTY CORP,024731,2019,49446R10,NYS,Jericho,NY,11753,SP,KIM
WISDOMTREE INVESTMENTS INC,024750,2019,97717P10,NAS,New York,NY,10167,SM,WETF
SANFILIPPO JOHN B&SON,024755,2019,80042210,NAS,Elgin,IL,60123,SM,JBSS
PERRIGO CO PLC,024782,2019,G9782210,NYS,Dublin,,2,SP,PRGO
TETRA TECH INC,024783,2019,88162G10,NAS,Pasadena,CA,91107,MD,TTEK
QUALCOMM INC,024800,2019,74752510,NAS,San Diego,CA,92121,SP,QCOM
CORPORATE OFFICE PROPERT,024825,2019,22002T10,NYS,Columbia,MD,21046,MD,OFC
SPOK HOLDINGS INC,024844,2019,84863T10,NAS,Springfield,VA,22151,SM,SPOK
GILEAD SCIENCES INC,024856,2019,37555810,NAS,Foster City,CA,94404,SP,GILD
PDL BIOPHARMA INC,024878,2019,69329Y10,NAS,Incline Village,NV,89451,EX,PDLI
SUNRUN INC,024905,2019,86771W10,NAS,San Francisco,CA,94104,MD,RUN
ROPER TECHNOLOGIES INC,024925,2019,77669610,NYS,Sarasota,FL,34240,SP,ROP
SYNOPSYS INC,024975,2019,87160710,NAS,Mountain View,CA,94043,SP,SNPS
CALLAWAY GOLF CO,024978,2019,13119310,NYS,Carlsbad,CA,92008,MD,ELY
VIRTUS INVESTMENT PTNRS INC,025030,2019,92828Q10,NAS,Hartford,CT,06103,SM,VRTS
CHRISTOPHER & BANKS CORP,025108,2019,17104610,OTH,Plymouth,MN,55441,EX,CBKCQ
ICU MEDICAL INC,025110,2019,44930G10,NAS,San Clemente,CA,92673,MD,ICUI
MOHAWK INDUSTRIES INC,025119,2019,60819010,NYS,Calhoun,GA,30701,SP,MHK
LINDE PLC,025124,2019,G5494J10,NYS,Guildford,,GU2 7,SP,LIN
CORNERSTNE BULDNG BRNDS INC,025130,2019,21925D10,NYS,Cary,NC,27513,EX,CNR
KOPIN CORP,025166,2019,50060010,NAS,Westborough,MA,01581,EX,KOPN
TAILORED BRANDS INC,025167,2019,87403A10,OTH,Houston,TX,77072,EX,TLRDQ
RENASANT CORP,025173,2019,75970E10,NAS,Tupelo,MS,38804,SM,RNST
AGCO CORP,025180,2019,00108410,NYS,Duluth,GA,30096,MD,AGCO
STEIN MART INC,025186,2019,85837510,OTH,Jacksonville,FL,32207,EX,SMRTQ
BUCKLE INC,025234,2019,11844010,NYS,Kearney,NE,68845,SM,BKE
UNIVERSAL DISPLAY CORP,025274,2019,91347P10,NAS,Ewing,NJ,08618,MD,OLED
BOSTON SCIENTIFIC CORP,025279,2019,10113710,NYS,Marlborough,MA,01752,SP,BSX
KOHL'S CORP,025283,2019,50025510,NYS,Menomonee Falls,WI,53051,MD,KSS
STERIS PLC,025313,2019,G8473T10,NYS,Dublin,,D02 R,SP,STE
U S PHYSICAL THERAPY INC,025318,2019,90337L10,NYS,Houston,TX,77042,SM,USPH
FRANKLIN COVEY CO,025331,2019,35346910,NYS,Salt Lake City,UT,84119,EX,FC
BED BATH & BEYOND INC,025338,2019,07589610,NAS,Union,NJ,07083,SM,BBBY
D R HORTON INC,025340,2019,23331A10,NYS,Arlington,TX,76011,SP,DHI
COLUMBIA BANKING SYSTEM INC,025376,2019,19723610,NAS,Tacoma,WA,98402,SM,COLB
STARBUCKS CORP,025434,2019,85524410,NAS,Seattle,WA,98134,SP,SBUX
SUPERIOR ENERGY SERVICES INC,025509,2019,86815730,OTH,Houston,TX,77002,EX,SPNX
CENTRAL GARDEN & PET CO,025536,2019,15352720,NAS,Walnut Creek,CA,94597,SM,CENTA
ENCORE WIRE CORP,025572,2019,29256210,NAS,McKinney,TX,75069,SM,WIRE
OMEGA HEALTHCARE INVS INC,025633,2019,68193610,NYS,Hunt Valley,MD,21030,MD,OHI
LTC PROPERTIES INC,025665,2019,50217510,NYS,Westlake Village,CA,91361,SM,LTC
CHEESECAKE FACTORY INC,025737,2019,16307210,NAS,Calabasas,CA,91301,SM,CAKE
LITTELFUSE INC,025747,2019,53700810,NAS,Chicago,IL,60631,MD,LFUS
ASGN INC,025749,2019,00191U10,NYS,Glen Allen,VA,23060,MD,ASGN
KEMET CORP,025848,2019,48836020,NYS,Fort Lauderdale,FL,33301,EX,KEM
MINERALS TECHNOLOGIES INC,025870,2019,60315810,NYS,New York,NY,10017,MD,MTX
PATTERSON COS INC,025880,2019,70339510,NAS,Saint Paul,MN,55120,MD,PDCO
RADIAN GROUP INC,025895,2019,75023610,NYS,Philadelphia,PA,19102,EX,RDN
LIGAND PHARMACEUTICAL INC,025937,2019,53220K50,NAS,San Diego,CA,92121,MD,LGND
TAUBMAN CENTERS INC,025950,2019,87666410,NYS,Bloomfield Hills,MI,48304,EX,TCO
CHART INDUSTRIES INC,025964,2019,16115Q30,NYS,Ball Ground,GA,30107,SM,GTLS
SM ENERGY CO,026013,2019,78454L10,NYS,Denver,CO,80203,SM,SM
UNIVERSAL INSURANCE HLDGS,026016,2019,91359V10,NYS,Fort Lauderdale,FL,33309,SM,UVE
SEACOR HOLDINGS INC,026021,2019,81190410,NYS,Fort Lauderdale,FL,33316,EX,CKH
HMS HOLDINGS CORP,026037,2019,40425J10,NAS,Irving,TX,75038,EX,HMSY
MATCH GROUP INC,026061,2019,57667L10,NAS,Dallas,TX,75231,EX,MTCH
GULFPORT ENERGY CORP,026069,2019,40263550,NYS,Oklahoma City,OK,73134,EX,GPOR
REGENXBIO INC,026146,2019,75901B10,NAS,Rockville,MD,20850,SM,RGNX
PENUMBRA INC,026147,2019,70975L10,NYS,Alameda,CA,94502,MD,PEN
HEWLETT PACKARD ENTERPRISE,026156,2019,42824C10,NYS,Houston,TX,77070,SP,HPE
QUORUM HEALTH CORP,026157,2019,74909E10,OTH,Brentwood,TN,37027,EX,QHCCQ
ALLEGIANCE BANCSHARES INC,026270,2019,01748H10,NAS,Houston,TX,77040,SM,ABTX
FOUR CORNERS PROPERTY TR INC,026410,2019,35086T10,NYS,Mill Valley,CA,94941,SM,FCPT
FORTIVE CORP,026590,2019,34959J10,NYS,Everett,WA,98203,SP,FTV
TABULA RASA HEALTHCARE INC,026788,2019,87337910,NAS,Moorestown,NJ,08057,SM,TRHC
GCP APPLIED TECHNOLOGIES INC,026812,2019,36164Y10,NYS,Cambridge,MA,02140,SM,GCP
TACTILE SYSTEMS TECHNOLOGY,026847,2019,87357P10,NAS,Minneapolis,MN,55416,SM,TCMD
INGEVITY CORP,027119,2019,45688C10,NYS,North Charleston,SC,29405,MD,NGVT
FGL HOLDINGS,027215,2019,G3402M10,NYS,Des Moines,IA,50309,EX,FG
ADIENT PLC,027333,2019,G0084W10,NYS,Dublin,,1,MD,ADNT
VALVOLINE INC,027373,2019,92047W10,NYS,Lexington,KY,40509,MD,VVV
PARK HOTELS & RESORTS,027394,2019,70051710,NYS,Tysons,VA,22102,MD,PK
SIMPLY GOOD FOODS COMPANY,027576,2019,82900L10,NAS,Denver,CO,80202,SM,SMPL
KINSALE CAPITAL GROUP INC,027652,2019,49714P10,NAS,Richmond,VA,23230,MD,KNSL
YETI HOLDINGS INC,027653,2019,98585X10,NYS,Austin,TX,78735,MD,YETI
FIRST HAWAIIAN INC,027665,2019,32051X10,NAS,Honolulu,HI,96813,SM,FHB
NAUTILUS INC,027760,2019,63910B10,NYS,Vancouver,WA,98683,EX,NLS
SITE CENTERS CORP,027780,2019,82981J10,NYS,Beachwood,OH,44122,SM,SITC
CHESAPEAKE ENERGY CORP,027786,2019,16516773,NAS,Oklahoma City,OK,73118,EX,CHK
CREE INC,027794,2019,22544710,NAS,Durham,NC,27703,MD,CREE
LSC COMMUNICATIONS INC,027802,2019,50218P10,OTH,Chicago,IL,60606,EX,LKSDQ
DONNELLEY FINANCIAL SOLTNS,027803,2019,25787G10,NYS,Chicago,IL,60601,SM,DFIN
LIVANOVA PLC,027810,2019,G5509L10,NAS,London,,W2 6L,MD,LIVN
CRYOLIFE INC,027823,2019,22890310,NYS,Kennesaw,GA,30144,SM,CRY
UNIVERSAL ELECTRONICS INC,027828,2019,91348310,NAS,Scottsdale,AZ,85254,SM,UEIC
ALLERGAN PLC,027845,2019,G0177J10,NYS,Dublin,,D17 E,EX,AGN
FB FINANCIAL CORP,027871,2019,30257X10,NYS,Nashville,TN,37201,SM,FBK
E.L.F. BEAUTY INC,027907,2019,26856L10,NYS,Oakland,CA,94607,SM,ELF
HUMANA INC,027914,2019,44485910,NYS,Louisville,KY,40202,SP,HUM
AVID TECHNOLOGY INC,027925,2019,05367P10,NAS,Burlington,MA,01803,EX,AVID
INTUIT INC,027928,2019,46120210,NAS,Mountain View,CA,94043,SP,INTU
SHOE CARNIVAL INC,027938,2019,82488910,NAS,Evansville,IN,47715,SM,SCVL
ALAMO GROUP INC,027960,2019,01131110,NYS,Seguin,TX,78155,SM,ALG
MICROCHIP TECHNOLOGY INC,027965,2019,59501710,NAS,Chandler,AZ,85224,SP,MCHP
CHICOS FAS INC,027981,2019,16861510,NYS,Fort Myers,FL,33966,SM,CHS
FULGENT GENETICS INC,028012,2019,35966410,NAS,Temple City,CA,91780,SM,FLGT
BANCFIRST CORP/OK,028022,2019,05945F10,NAS,Oklahoma City,OK,73102,SM,BANF
CHUBB LTD,028034,2019,H1467J10,NYS,Zurich,,8001,SP,CB
ADVANSIX INC,028070,2019,00773T10,NYS,Parsippany,NJ,07054,SM,ASIX
FOSSIL GROUP INC,028118,2019,34988V10,NAS,Richardson,TX,75080,SM,FOSL
SANMINA CORP,028139,2019,80105610,NAS,San Jose,CA,95134,SM,SANM
APTARGROUP INC,028176,2019,03833610,NYS,Crystal Lake,IL,60014,MD,ATR
O'REILLY AUTOMOTIVE INC,028180,2019,67103H10,NAS,Springfield,MO,65802,SP,ORLY
ROYAL CARIBBEAN GROUP,028191,2019,V7780T10,NYS,Miami,FL,33132,SP,RCL
HOWMET AEROSPACE INC,028192,2019,44320110,NYS,Pittsburgh,PA,15212,SP,HWM
AVIENT CORP,028194,2019,05368V10,NYS,Avon Lake,OH,44012,MD,AVNT
JABIL INC,028195,2019,46631310,NYS,Saint Petersburg,FL,33716,MD,JBL
ANIKA THERAPEUTICS INC,028209,2019,03525510,NAS,Bedford,MA,01730,SM,ANIK
REINSURANCE GROUP AMER INC,028216,2019,75935160,NYS,Chesterfield,MO,63017,MD,RGA
TITAN INTERNATIONAL INC,028295,2019,88830M10,NYS,Quincy,IL,62301,SM,TWI
CDW CORP,028320,2019,12514G10,NAS,Lincolnshire,IL,60069,SP,CDW
HEALTHCARE REALTY TRUST INC,028322,2019,42194610,NYS,Nashville,TN,37203,MD,HR
ACADIA REALTY TRUST,028323,2019,00423910,NYS,Rye,NY,10580,SM,AKR
TRANSOCEAN LTD,028338,2019,H8817H10,NYS,Steinhausen,,6312,EX,RIG
TANGER FACTORY OUTLET CTRS,028340,2019,87546510,NYS,Greensboro,NC,27408,SM,SKT
FLOTEK INDUSTRIES INC,028347,2019,34338910,NYS,Houston,TX,77064,EX,FTK
ALLSTATE CORP,028349,2019,02000210,NYS,Northbrook,IL,60062,SP,ALL
ORTHOFIX MEDICAL INC,028380,2019,68752M10,NAS,Lewisville,TX,75056,SM,OFIX
PAPA JOHNS INTERNATIONAL INC,028397,2019,69881310,NAS,Louisville,KY,40299,MD,PZZA
GENTHERM INC,028408,2019,37253A10,NAS,Northville,MI,48167,SM,THRM
LIBBEY INC,028462,2019,52989810,OTH,Toledo,OH,43604,EX,LBYYQ
FLIR SYSTEMS INC,028477,2019,30244510,NAS,Wilsonville,OR,97070,EX,FLIR
BRINKS CO,028590,2019,10969610,NYS,Richmond,VA,23226,MD,BCO
CAMDEN PROPERTY TRUST,028629,2019,13313110,NYS,Houston,TX,77046,MD,CPT
INNOVATIVE INDUSTRIAL PPTYS,028670,2019,45781V10,NYS,San Diego,CA,92127,SM,IIPR
MONARCH CASINO & RESORT INC,028704,2019,60902710,NAS,Reno,NV,89502,SM,MCRI
EQUITY RESIDENTIAL,028733,2019,29476L10,NYS,Chicago,IL,60606,SP,EQR
BORGWARNER INC,028742,2019,09972410,NYS,Auburn Hills,MI,48326,SP,BWA
SPARTANNASH CO,028762,2019,84721510,NAS,Grand Rapids,MI,49518,SM,SPTN
SAUL CENTERS INC,028769,2019,80439510,NYS,Bethesda,MD,20814,SM,BFS
PERFORMANCE FOOD GROUP CO,028787,2019,71377A10,NYS,Richmond,VA,23238,EX,PFGC
LAMB WESTON HOLDINGS INC,028790,2019,51327210,NYS,Eagle,ID,83616,SP,LW
ARROWHEAD PHARMACEUTICALS,028806,2019,04280A10,NAS,Pasadena,CA,91105,MD,ARWR
META FINANCIAL GROUP INC,028866,2019,59100U10,NAS,Sioux Falls,SD,57108,SM,CASH
KEURIG DR PEPPER INC,028877,2019,49271V10,NAS,Burlington,MA,01803,EX,KDP
MARRIOTT INTL INC,028930,2019,57190320,NAS,Bethesda,MD,20817,SP,MAR
BELDEN INC,028940,2019,07745410,NYS,Saint Louis,MO,63105,MD,BDC
VAREX IMAGING CORP,029004,2019,92214X10,NAS,Salt Lake City,UT,84104,SM,VREX
BOYD GAMING CORP,029011,2019,10330410,NYS,Las Vegas,NV,89169,MD,BYD
DECKERS OUTDOOR CORP,029015,2019,24353710,NYS,Goleta,CA,93117,MD,DECK
COSTCO WHOLESALE CORP,029028,2019,22160K10,NAS,Issaquah,WA,98027,SP,COST
LEXINGTON REALTY TRUST,029052,2019,52904310,NYS,New York,NY,10119,SM,LXP
CBL & ASSOCIATES PPTYS INC,029082,2019,12483010,OTH,Chattanooga,TN,37421,EX,CBLAQ
REGENCY CENTERS CORP,029099,2019,75884910,NAS,Jacksonville,FL,32202,SP,REG
FIRST FINL BANKSHARES INC,029101,2019,32020R10,NAS,Abilene,TX,79601,MD,FFIN
PATTERSON-UTI ENERGY INC,029108,2019,70348110,NAS,Houston,TX,77064,SM,PTEN
INCYTE CORP,029127,2019,45337C10,NAS,Wilmington,DE,19803,SP,INCY
GIBRALTAR INDUSTRIES INC,029131,2019,37468910,NAS,Buffalo,NY,14219,SM,ROCK
ITRON INC,029133,2019,46574110,NAS,Liberty Lake,WA,99019,SM,ITRI
CARS.COM INC,029155,2019,14575E10,NYS,Chicago,IL,60606,EX,CARS
UFP INDUSTRIES INC,029156,2019,90278Q10,NAS,Grand Rapids,MI,49525,SM,UFPI
ICHOR HOLDINGS LTD,029191,2019,G4740B10,NAS,Fremont,CA,94538,SM,ICHR
FORWARD AIR CORP,029206,2019,34985310,NAS,Greeneville,TN,37745,SM,FWRD
BOSTON PRIVATE FINL HOLDINGS,029211,2019,10111910,NAS,Boston,MA,02109,SM,BPFH
VIAVI SOLUTIONS INC,029241,2019,92555010,NAS,San Jose,CA,95002,SM,VIAV
NEW YORK CMNTY BANCORP INC,029282,2019,64944510,NYS,Westbury,NY,11590,MD,NYCB
MADDEN STEVEN LTD,029382,2019,55626910,NAS,Long Island City,NY,11104,SM,SHOO
SIMON PROPERTY GROUP INC,029389,2019,82880610,NYS,Indianapolis,IN,46204,SP,SPG
EASTMAN CHEMICAL CO,029392,2019,27743210,NYS,Kingsport,TN,37662,SP,EMN
MEDIFAST INC,029517,2019,58470H10,NYS,Baltimore,MD,21202,SM,MED
HAIN CELESTIAL GROUP INC,029609,2019,40521710,NAS,Lake Success,NY,11042,MD,HAIN
STEEL CONNECT INC,029621,2019,85809810,NAS,Waltham,MA,02451,EX,STCN
MID-AMERICA APT CMNTYS INC,029649,2019,59522J10,NYS,Germantown,TN,38138,SP,MAA
DAKTRONICS INC,029705,2019,23426410,NAS,Brookings,SD,57006,SM,DAKT
DSP GROUP INC,029722,2019,23332B10,NAS,San Jose,CA,95110,SM,DSPG
MARTIN MARIETTA MATERIALS,029733,2019,57328410,NYS,Raleigh,NC,27607,SP,MLM
MOBILE MINI INC,029734,2019,60740F10,NAS,Phoenix,AZ,85008,EX,MINI
TRACTOR SUPPLY CO,029736,2019,89235610,NAS,Brentwood,TN,37027,SP,TSCO
ALBEMARLE CORP,029751,2019,01265310,NYS,Charlotte,NC,28209,SP,ALB
BEAZER HOMES USA INC,029755,2019,07556Q88,NYS,Atlanta,GA,30328,EX,BZH
INVESCO LTD,029804,2019,G491BT10,NYS,Atlanta,GA,30309,SP,IVZ
WESTROCK CO,029830,2019,96145D10,NYS,Atlanta,GA,30328,SP,WRK
FOUNDATION BLDG MRL INC,029835,2019,35039210,NYS,Santa Ana,CA,92705,EX,FBM
MACERICH CO,029868,2019,55438210,NYS,Santa Monica,CA,90401,MD,MAC
OLYMPIC STEEL INC,029870,2019,68162K10,NAS,Bedford Heights,OH,44146,SM,ZEUS
AVALONBAY COMMUNITIES INC,029875,2019,05348410,NYS,Arlington,VA,22203,SP,AVB
COPART INC,029901,2019,21720410,NAS,Dallas,TX,75254,SP,CPRT
SCANSOURCE INC,029910,2019,80603710,NAS,Greenville,SC,29615,SM,SCSC
MOTORCAR PARTS OF AMER INC,029930,2019,62007110,NAS,Torrance,CA,90503,SM,MPAA
AK STEEL HOLDING CORP,029968,2019,00154710,NYS,West Chester,OH,45069,EX,AKS
PROLOGIS INC,029984,2019,74340W10,NYS,San Francisco,CA,94111,SP,PLD
EAGLE MATERIALS INC,030032,2019,26969P10,NYS,Dallas,TX,75225,MD,EXP
AMERN EAGLE OUTFITTERS INC,030059,2019,02553E10,NYS,Pittsburgh,PA,15203,MD,AEO
AGREE REALTY CORP,030067,2019,00849210,NYS,Bloomfield Hills,MI,48304,SM,ADC
INGERSOLL RAND INC,030098,2019,45687V10,NYS,Davidson,NC,28036,SP,IR
NEKTAR THERAPEUTICS,030137,2019,64026810,NAS,San Francisco,CA,94158,MD,NKTR
PROPETRO HOLDING CORP,030145,2019,74347M10,NYS,Midland,TX,79701,SM,PUMP
AMERIS BANCORP,030222,2019,03076K10,NAS,Atlanta,GA,30305,SM,ABCB
FRONTIER AIRLINES HOLDINGS,030231,2019,35905910,OTH,Denver,CO,80249,EX,FRNTQ
PENN NATIONAL GAMING INC,030259,2019,70756910,NAS,Wyomissing,PA,19610,SP,PENN
SIMPSON MANUFACTURING INC,030260,2019,82907310,NYS,Pleasanton,CA,94588,MD,SSD
ESSEX PROPERTY TRUST,030293,2019,29717810,NYS,San Mateo,CA,94403,SP,ESS
HIGHWOODS PROPERTIES INC,030298,2019,43128410,NYS,Raleigh,NC,27604,MD,HIW
FIRST INDL REALTY TRUST INC,030384,2019,32054K10,NYS,Chicago,IL,60606,MD,FR
WARRIOR MET COAL INC,030397,2019,93627C10,NYS,Brookwood,AL,35444,SM,HCC
FRESH DEL MONTE PRODUCE INC,030443,2019,G3673810,NYS,George Town,,KY1-9,SM,FDP
GREENBRIER COS INC (THE),030463,2019,39365710,NYS,Lake Oswego,OR,97035,SM,GBX
MATTHEWS INTL CORP  -CL A,030477,2019,57712810,NAS,Pittsburgh,PA,15212,SM,MATW
APARTMENT INVST & MGMT CO,030490,2019,03748R74,NYS,Denver,CO,80237,EX,AIV
GEO GROUP INC,030536,2019,36162J10,NYS,Boca Raton,FL,33431,SM,GEO
ADTRAN INC,030576,2019,00738A10,NAS,Huntsville,AL,35806,SM,ADTN
AMEDISYS INC,030612,2019,02343610,NAS,Baton Rouge,LA,70816,MD,AMED
MACK-CALI REALTY CORP,030637,2019,55448910,NYS,Jersey City,NJ,07311,SM,CLI
DARLING INGREDIENTS INC,030651,2019,23726610,NYS,Irving,TX,75038,MD,DAR
SIRIUS XM HOLDINGS INC,030662,2019,82968B10,NAS,New York,NY,10020,EX,SIRI
RELIANCE STEEL & ALUMINUM CO,030671,2019,75950910,NYS,Los Angeles,CA,90071,MD,RS
REALTY INCOME CORP,030822,2019,75610910,NYS,San Diego,CA,92130,SP,O
STRATASYS LTD,030847,2019,M8554810,NAS,Eden Prairie,MN,55344,EX,SSYS
KNIGHT-SWIFT TRPTN HLDGS INC,030861,2019,49904910,NYS,Phoenix,AZ,85027,MD,KNX
ASPEN TECHNOLOGY INC,030870,2019,04532710,NAS,Bedford,MA,01730,MD,AZPN
TECHNIPFMC PLC,030923,2019,G8711010,NYS,London,,EC4M,EX,FTI
NORTHWEST BANCSHARES INC,030932,2019,66734010,NAS,Warren,PA,16365,SM,NWBI
CADENCE BANCORPORATION,030962,2019,12739A10,NYS,Houston,TX,77056,SM,CADE
CAPITAL ONE FINANCIAL CORP,030990,2019,14040H10,NYS,McLean,VA,22102,SP,COF
ANTERO MIDSTREAM CORP,031109,2019,03676B10,NYS,Denver,CO,80202,MD,AM
KKR REAL ESTATE FIN TR INC,031251,2019,48251K10,NYS,New York,NY,10001,SM,KREF
HANMI FINANCIAL CORP,031368,2019,41049520,NAS,Los Angeles,CA,90010,SM,HAFC
INSIGHT ENTERPRISES INC,031453,2019,45765U10,NAS,Tempe,AZ,85283,SM,NSIT
RENT-A-CENTER INC,031460,2019,76009N10,NAS,Plano,TX,75024,SM,RCII
BROOKS AUTOMATION INC,031477,2019,11434010,NAS,Chelmsford,MA,01824,MD,BRKS
SMART GLOBAL HOLDINGS INC,031494,2019,G8232Y10,NAS,Newark,CA,94560,SM,SGH
STONEX GROUP INC,031521,2019,86189610,NAS,New York,NY,10017,SM,SNEX
ACI WORLDWIDE INC,031564,2019,00449810,NAS,Naples,FL,34105,MD,ACIW
DOLLAR TREE INC,031587,2019,25674610,NAS,Chesapeake,VA,23320,SP,DLTR
NATIONAL INSTRUMENTS CORP,031607,2019,63651810,NAS,Austin,TX,78759,MD,NATI
AMERISOURCEBERGEN CORP,031673,2019,03073E10,NYS,Chesterbrook,PA,19087,SP,ABC
BRIGHTHOUSE FINANL INC,031774,2019,10922N10,NAS,Charlotte,NC,28277,MD,BHF
DELPHI TECHNOLOGIES PLC,031802,2019,G2709G10,NYS,London,,EC2R,EX,DLPH
HARMONIC INC,031843,2019,41316010,NAS,San Jose,CA,95131,SM,HLIT
DARDEN RESTAURANTS INC,031846,2019,23719410,NYS,Orlando,FL,32837,SP,DRI
RESMED INC,031887,2019,76115210,NYS,San Diego,CA,92123,SP,RMD
SAFEHOLD INC,031958,2019,78645L10,NYS,New York,NY,10036,SM,SAFE
GRANITE POINT MORTGE TRS INC,031994,2019,38741L10,NYS,New York,NY,10036,SM,GPMT
BAKER HUGHES CO,032106,2019,05722G10,NYS,Houston,TX,77073,SP,BKR
JBG SMITH PPTYS,032154,2019,46590V10,NYS,Bethesda,MD,20814,MD,JBGS
CONSOL ENERGY INC,032372,2019,20854L10,NYS,Canonsburg,PA,15317,SM,CEIX
SAILPOINT TECHNO HLDG,032641,2019,78781P10,NYS,Austin,TX,78726,MD,SAIL
INDSTRL LGST PRPT TRST,032751,2019,45623710,NAS,Newton,MA,02458,SM,ILPT
APOLLO MEDICAL HOLDING INC,032809,2019,03763A20,NAS,Alhambra,CA,91801,SM,AMEH
WYNDHAM HOTELS & RESRTS,033243,2019,98311A10,NYS,Parsippany,NJ,07054,MD,WH
CHAMPIONX CORP,033326,2019,15872M10,NYS,The Woodlands,TX,77381,MD,CHX
PERSPECTA INC,033439,2019,71534710,NYS,Chantilly,VA,20151,EX,PRSP
ESSENTIAL PPT RLTY TST,033684,2019,29670E10,NYS,Princeton,NJ,08540,SM,EPRT
BJS WHSL CLUB HLDGS INC,033718,2019,05550J10,NYS,Westborough,MA,01581,MD,BJ
IAA INC,033750,2019,44925310,NYS,Westchester,IL,60154,MD,IAA
ARLO TECHNOLOGIES INC,033766,2019,04206A10,NYS,San Jose,CA,95134,SM,ARLO
LIVENT CORP,034048,2019,53814L10,NYS,Philadelphia,PA,19104,SM,LTHM
GARRETT MOTION INC,034051,2019,36650510,NAS,Rolle,,1180,EX,GTX
RESIDEO TECHNOLOGIES,034053,2019,76118Y10,NYS,Austin,TX,78702,SM,REZI
KLX ENERGY SERVS HLDNG,034055,2019,48253L20,NAS,Houston,TX,77056,EX,KLXE
EQUITRANS MID CORP,034337,2019,29460010,NYS,Canonsburg,PA,15317,MD,ETRN
DOW INC,034443,2019,26055710,NYS,Midland,MI,48674,SP,DOW
ORGANOGENESIS HOLDINGS INC,034562,2019,68621F10,NAS,Canton,MA,02021,SM,ORGO
FOX CORP,034636,2019,35137L10,NAS,New York,NY,10036,SP,FOXA
COVETRUS INC,034765,2019,22304C10,NAS,Portland,ME,04101,SM,CVET
PALOMAR HOLDINGS INC,034953,2019,69753M10,NAS,La Jolla,CA,92037,SM,PLMR
KONTOOR BRANDS INC,035035,2019,50050N10,NYS,Greensboro,NC,27401,SM,KTB
CORTEVA INC,035168,2019,22052L10,NYS,Wilmington,DE,19805,SP,CTVA
ENVISTA HOLDINGS CORP,035497,2019,29415F10,NYS,Brea,CA,92821,MD,NVST
PENNANT GROUP INC (THE),035642,2019,70805E10,NAS,Eagle,ID,83616,SM,PNTG
PROGYNY INC,035708,2019,74340E10,NAS,New York,NY,10018,MD,PGNY
ARCONIC CORP,035978,2019,03966V10,NYS,Pittsburgh,PA,15212,SM,ARNC
VONTIER CORP,036203,2019,92888110,NYS,Raleigh,NC,27607,MD,VNT
SELECTQUOTE INC,036234,2019,81630730,NYS,Overland Park,KS,66211,SM,SLQT
CONCENTRIX CORP -SPN,037382,2019,20602D10,NAS,Fremont,CA,94538,MD,CNXC
AARONS CO INC (THE),037445,2019,00258W10,NYS,Atlanta,GA,30339,SM,AAN
DISH NETWORK CORP,060900,2019,25470M10,NAS,Englewood,CO,80112,SP,DISH
HAWAIIAN HOLDINGS INC,060902,2019,41987910,NAS,Honolulu,HI,96819,SM,HA
LIFE STORAGE INC,060914,2019,53223X10,NYS,Williamsville,NY,14221,MD,LSI
DAVE & BUSTER'S ENTMT INC,060923,2019,23833710,NAS,Dallas,TX,75220,SM,PLAY
WABTEC CORP,060979,2019,92974010,NYS,Pittsburgh,PA,15212,SP,WAB
REDWOOD TRUST INC,061129,2019,75807540,NYS,Mill Valley,CA,94941,SM,RWT
GRAFTECH INTERNATIONAL LTD,061153,2019,38431350,NYS,Brooklyn Heights,OH,44131,EX,EAF
ATLAS AIR WORLDWIDE HLDG INC,061155,2019,04916420,NAS,Purchase,NY,10577,SM,AAWW
INTEGRA LIFESCIENCES HOLDNGS,061181,2019,45798520,NAS,Princeton,NJ,08540,MD,IART
SERVICE PROPERTIES TRUST,061188,2019,81761L10,NAS,Newton,MA,02458,SM,SVC
ARCH CAPITAL GROUP LTD,061302,2019,G0450A10,NAS,Pembroke,,HM 08,EX,ACGL
SMITH MICRO SOFTWARE INC,061321,2019,83215420,NAS,Pittsburgh,PA,15237,EX,SMSI
MEDNAX INC,061325,2019,58502B10,NYS,Sunrise,FL,33323,SM,MD
EVEREST RE GROUP LTD,061388,2019,G3223R10,NYS,Hamilton,,HM 19,SP,RE
MYRIAD GENETICS INC,061399,2019,62855J10,NAS,Salt Lake City,UT,84108,SM,MYGN
RENAISSANCERE HOLDINGS LTD,061406,2019,G7496G10,NYS,Pembroke,,HM 19,MD,RNR
HANOVER INSURANCE GROUP INC,061408,2019,41086710,NYS,Worcester,MA,01653,MD,THG
